Time,Roof,F15,F14,F13,F12,F11,F10,F9,F8,F7,F6,F5,F4,F3,F2
40.619,-0.000658461538461539,-0.000744615384615384,0.00106769230769231,-0.000526923076923079,-0.00301307692307692,-0.00221153846153846,-0.000845384615384615,-0.00100153846153846,-0.00244307692307692,-0.00131153846153846,0.000344615384615384,-0.000719230769230769,-0.00351569230769231,-0.0039868,-0.000318128571428571
40.629,-0.00074153846153846,-0.000420769230769233,0.00106846153846154,-0.000935384615384616,-0.00311538461538461,-0.00209307692307692,-0.000946153846153844,-0.00141846153846154,-0.00242538461538462,-0.000801538461538462,0.000388461538461541,-0.00132615384615385,-0.00411661538461538,-0.00404682307692308,-0.000241260714285714
40.639,-0.00083153846153846,-4.99999999999988e-05,0.000955384615384614,-0.00135692307692308,-0.00309615384615385,-0.00198,-0.00111,-0.00186384615384615,-0.00226769230769231,-0.000323076923076924,0.000286923076923078,-0.00199538461538462,-0.00462376923076923,-0.00398873076923077,-0.000159910714285714
40.649,-0.000908461538461542,0.000339230769230771,0.000734615384615385,-0.00176307692307692,-0.00297230769230769,-0.00188384615384615,-0.00134384615384615,-0.00228923076923077,-0.00198538461538462,7.84615384615379e-05,4.30769230769235e-05,-0.00269,-0.00501192307692308,-0.00381658461538462,-8.46214285714286e-05
40.659,-0.000952307692307693,0.000715384615384613,0.00041692307692308,-0.00212538461538462,-0.00276923076923077,-0.00181461538461538,-0.00164538461538461,-0.00264769230769231,-0.00161230769230769,0.000368461538461538,-0.000332307692307692,-0.00337,-0.00526161538461538,-0.00354419692307692,-2.73014285714286e-05
40.669,-0.000945384615384613,0.00104461538461538,2.38461538461521e-05,-0.00242307692307692,-0.00251538461538462,-0.00178153846153846,-0.00200307692307692,-0.00289615384615385,-0.00119230769230769,0.00052153846153846,-0.000821538461538461,-0.00399692307692308,-0.00536292307692308,-0.00319768723076923,2.42621428571429e-06
40.679,-0.000873076923076925,0.00129384615384615,-0.000419230769230766,-0.00263769230769231,-0.00224230769230769,-0.00178923076923077,-0.00239769230769231,-0.00300692307692308,-0.000773846153846155,0.000523846153846155,-0.00139923076923077,-0.00453846153846154,-0.00531215384615385,-0.00281540756923077,2.96371428571429e-07
40.689,-0.000726153846153846,0.00143615384615385,-0.000883076923076922,-0.00276230769230769,-0.00197923076923077,-0.00184384615384615,-0.00279846153846154,-0.00296538461538462,-0.000406923076923076,0.000371538461538462,-0.00203461538461538,-0.00496492307692308,-0.00511946153846154,-0.00244402923076923,-3.10935714285714e-05
40.699,-0.000504615384615385,0.00145153846153846,-0.00133615384615385,-0.00279538461538461,-0.00175076923076923,-0.00194923076923077,-0.00316692307692308,-0.00278153846153846,-0.000131538461538461,6.99999999999995e-05,-0.00269615384615385,-0.00525369230769231,-0.00480530769230769,-0.00213088461538462,-8.25535714285714e-05
40.709,-0.000211538461538464,0.00132923076923077,-0.00175,-0.00274384615384616,-0.00158,-0.00210384615384615,-0.00346153846153846,-0.00248230769230769,2.38461538461521e-05,-0.000369999999999999,-0.00334615384615385,-0.00539384615384615,-0.00440292307692308,-0.00191457692307692,-0.000140803571428571
40.719,0.000139230769230768,0.00107153846153846,-0.00210076923076923,-0.00262153846153846,-0.00148,-0.00230461538461538,-0.00364538461538462,-0.00210769230769231,4.0769230769231e-05,-0.000927692307692307,-0.00395076923076923,-0.00538153846153846,-0.00395584615384615,-0.00181626923076923,-0.000193303571428571
40.729,0.000530000000000001,0.000690000000000003,-0.00236923076923077,-0.00244769230769231,-0.00146,-0.00253923076923077,-0.00368846153846154,-0.00170692307692308,-8.69230769230763e-05,-0.00157846153846154,-0.00447692307692308,-0.00522607692307692,-0.00351384615384615,-0.00183500769230769,-0.000233067857142857
40.739,0.000934615384615384,0.000209230769230769,-0.00254692307692307,-0.00224384615384616,-0.00152230769230769,-0.00278923076923077,-0.00357846153846154,-0.00133,-0.000354615384615385,-0.00229153846153846,-0.00489692307692308,-0.00494746153846154,-0.00312569230769231,-0.00194980769230769,-0.000259696428571429
40.749,0.00132615384615385,-0.00033846153846154,-0.00263076923076923,-0.00203384615384616,-0.00166384615384615,-0.00303076923076923,-0.00331769230769231,-0.00102230769230769,-0.000747692307692308,-0.00303384615384615,-0.00519076923076923,-0.00457746153846154,-0.00283223076923077,-0.00212638461538462,-0.000275392857142857
40.759,0.00167384615384615,-0.000913076923076922,-0.00262769230769231,-0.00184153846153846,-0.00187384615384615,-0.00323461538461538,-0.00292923076923077,-0.000818461538461541,-0.00125076923076923,-0.00376615384615384,-0.00534615384615385,-0.00415815384615385,-0.00265938461538462,-0.00232599230769231,-0.000279789285714286
40.769,0.00194846153846154,-0.00147230769230769,-0.00255153846153846,-0.00168615384615385,-0.00213846153846154,-0.00337153846153846,-0.00245230769230769,-0.00073923076923077,-0.00184076923076923,-0.00445,-0.00536538461538461,-0.00373469230769231,-0.00261407692307692,-0.00251227692307692,-0.000268442857142857
40.779,0.00212615384615385,-0.00197538461538461,-0.00242,-0.00158692307692308,-0.00243461538461539,-0.00341769230769231,-0.00193615384615385,-0.000793846153846154,-0.00249230769230769,-0.00504923076923077,-0.00525769230769231,-0.00335569230769231,-0.002684,-0.0026538,-0.000235878571428571
40.789,0.00218923076923077,-0.00238538461538461,-0.00225538461538462,-0.00155538461538462,-0.00274076923076923,-0.00335230769230769,-0.00143769230769231,-0.000976153846153845,-0.00317923076923077,-0.00553153846153846,-0.00504769230769231,-0.00306176923076923,-0.00284053846153846,-0.00272454615384615,-0.000179675
40.799,0.00212461538461539,-0.00267230769230769,-0.00208076923076923,-0.00159923076923077,-0.00302615384615385,-0.00317307692307692,-0.00100846153846153,-0.00127615384615385,-0.00387076923076923,-0.00587230769230769,-0.00476769230769231,-0.00288230769230769,-0.00304423076923077,-0.00270333846153846,-0.000102557142857143
40.809,0.00193153846153846,-0.00281692307692308,-0.00191846153846154,-0.00171923076923077,-0.00326307692307692,-0.00288615384615385,-0.000694615384615387,-0.00167307692307692,-0.00453384615384615,-0.00605923076923077,-0.00445692307692308,-0.00283269230769231,-0.00325046153846154,-0.00257511,-1.22346428571429e-05
40.819,0.00161615384615385,-0.0028123076923077,-0.00178692307692308,-0.00191153846153846,-0.00342307692307692,-0.00251230769230769,-0.000528461538461537,-0.00214692307692308,-0.00513538461538462,-0.00609307692307692,-0.00415538461538462,-0.00290915384615385,-0.00341553846153846,-0.00233273846153846,8.02357142857143e-05
40.829,0.00119461538461539,-0.00266461538461539,-0.00170153846153846,-0.00216076923076923,-0.00348461538461539,-0.00208692307692308,-0.000526153846153847,-0.00267384615384615,-0.00564230769230769,-0.00598692307692308,-0.00390384615384615,-0.00309107692307692,-0.00350153846153846,-0.00198003076923077,0.000163371428571429
40.839,0.000693846153846156,-0.00239307692307693,-0.00166923076923077,-0.00245076923076923,-0.00343230769230769,-0.00165,-0.000688461538461539,-0.00323307692307692,-0.00602538461538462,-0.00576923076923077,-0.00373076923076923,-0.00334438461538461,-0.00347969230769231,-0.00153335384615385,0.00022845
40.849,0.000143846153846153,-0.00202692307692308,-0.00169384615384615,-0.00275615384615384,-0.00326153846153847,-0.0012476923076923,-0.00100076923076923,-0.00380153846153846,-0.00626230769230769,-0.00547461538461538,-0.00365830769230769,-0.00362430769230769,-0.00333306923076923,-0.0010215,0.000271192857142857
40.859,-0.000422307692307688,-0.00160230769230769,-0.00177153846153846,-0.00305,-0.00298076923076923,-0.000922307692307692,-0.00143923076923077,-0.00435461538461538,-0.00634461538461538,-0.00514384615384615,-0.00369123076923077,-0.00388353846153846,-0.00305758461538462,-0.000481969230769231,0.000291292857142857
40.869,-0.000966923076923075,-0.00116230769230769,-0.00189307692307692,-0.0033,-0.00261076923076923,-0.00070923076923077,-0.00197153846153846,-0.00487,-0.00627307692307692,-0.00482,-0.00382107692307692,-0.004076,-0.0026624,4.38153846153846e-05,0.0002912
40.879,-0.00145538461538461,-0.000750769230769234,-0.00204538461538461,-0.00347923076923077,-0.00218230769230769,-0.000633076923076924,-0.00256461538461539,-0.00532153846153846,-0.00606538461538462,-0.00454,-0.00402361538461539,-0.00416315384615385,-0.00216907692307692,0.000516676923076923,0.000275685714285714
40.889,-0.00185846153846154,-0.00040769230769231,-0.00221153846153846,-0.00356,-0.00173538461538462,-0.000706923076923075,-0.00318153846153846,-0.00568538461538462,-0.00575230769230769,-0.00433307692307692,-0.00426523076923077,-0.00411845384615385,-0.00160885384615385,0.000905507692307692,0.000251835714285714
40.899,-0.00215230769230769,-0.000168461538461536,-0.00237153846153846,-0.00352461538461538,-0.00131461538461539,-0.000928461538461536,-0.00379153846153846,-0.00594,-0.00537461538461538,-0.00421461538461539,-0.00450446153846154,-0.00392960769230769,-0.0010197,0.00119203846153846,0.000227946428571429
40.909,-0.00232307692307692,-5.76923076923099e-05,-0.00250615384615385,-0.00336461538461538,-0.000961538461538458,-0.00128538461538462,-0.00436538461538462,-0.00607076923076923,-0.00498,-0.00418615384615385,-0.00469723076923077,-0.00359984615384615,-0.000441846153846154,0.00137399230769231,0.000211217857142857
40.919,-0.00236307692307692,-9.00000000000003e-05,-0.00259615384615385,-0.00308230769230769,-0.000715384615384618,-0.00175384615384615,-0.00487615384615385,-0.00607307692307692,-0.00461307692307692,-0.00423907692307692,-0.00480238461538462,-0.00314676923076923,8.75384615384615e-05,0.0014647,0.000205996428571429
40.929,-0.00228,-0.000264615384615385,-0.00262615384615385,-0.00269153846153846,-0.000604615384615383,-0.00230461538461539,-0.00530307692307692,-0.00595153846153846,-0.00431615384615385,-0.00434938461538462,-0.00478688461538462,-0.00259988461538462,0.000538846153846154,0.00149025384615385,0.000213632142857143
40.939,-0.00208769230769231,-0.000568461538461539,-0.00258461538461539,-0.00221923076923077,-0.000643076923076921,-0.00290538461538462,-0.00563,-0.00572384615384615,-0.00411769230769231,-0.00448623076923077,-0.00462930769230769,-0.00199707692307692,0.000894538461538462,0.00148361538461538,0.000232785714285714
40.949,-0.00181,-0.000977692307692308,-0.00246538461538462,-0.00169846153846154,-0.000836153846153845,-0.00352153846153846,-0.00584307692307692,-0.00542153846153846,-0.00402992307692308,-0.00461407692307692,-0.00432284615384615,-0.00137930769230769,0.00115115384615385,0.00147829230769231,0.000259185714285714
40.959,-0.00147461538461539,-0.00145615384615385,-0.00226846153846154,-0.00117384615384615,-0.00116846153846154,-0.00412230769230769,-0.00593692307692307,-0.00508153846153846,-0.00405023076923077,-0.00469769230769231,-0.00387553846153846,-0.000785846153846154,0.00131984615384615,0.00150094615384615,0.000285382142857143
40.969,-0.00111692307692308,-0.00196,-0.00200230769230769,-0.00069076923076923,-0.00161692307692308,-0.00467769230769231,-0.00591384615384615,-0.00474461538461538,-0.00415915384615385,-0.00470466153846154,-0.00331041538461538,-0.000249076923076923,0.00142361538461538,0.00156596923076923,0.000301728571428571
40.979,-0.00077153846153846,-0.00244230769230769,-0.00168230769230769,-0.000290769230769231,-0.00214846153846154,-0.00516307692307692,-0.00578307692307692,-0.00445107692307692,-0.00432484615384615,-0.00461053846153846,-0.00266184615384615,0.000209307692307692,0.001493,0.00167074615384615,0.000298867857142857
40.989,-0.00047,-0.00285615384615385,-0.00132846153846154,-1.46153846153864e-05,-0.00272384615384615,-0.00555692307692307,-0.00556384615384615,-0.00423253846153846,-0.00450738461538462,-0.00440030769230769,-0.00197207692307692,0.000581,0.00155907692307692,0.00179576153846154,0.000270860714285714
40.999,-0.000243076923076923,-0.00315846153846154,-0.000967692307692306,0.000111538461538462,-0.00330461538461538,-0.00584307692307692,-0.00528461538461538,-0.00410761538461538,-0.00466357692307692,-0.00407080769230769,-0.00128546153846154,0.000871153846153846,0.00164723076923077,0.00190746153846154,0.000217892857142857
41.009,-0.000109999999999999,-0.00331461538461539,-0.000629230769230771,6.92307692307701e-05,-0.00385153846153846,-0.00601230769230769,-0.00497846153846154,-0.00408092307692308,-0.00475361538461538,-0.00363,-0.000643307692307692,0.00109646153846154,0.00177076923076923,0.00196643076923077,0.0001473
41.019,-8.38461538461523e-05,-0.00330153846153846,-0.000342307692307693,-0.000144615384615384,-0.00433230769230769,-0.00606,-0.00468130769230769,-0.00414223076923077,-0.00474476923076923,-0.00309715384615385,-7.78461538461538e-05,0.00128123076923077,0.00192676923076923,0.00193817692307692,7.18821428571429e-05
41.029,-0.000166153846153846,-0.00311307692307692,-0.000133076923076924,-0.000519230769230772,-0.00472384615384615,-0.00598923076923077,-0.00442715384615385,-0.00426546153846154,-0.00461561538461538,-0.00249953846153846,0.000391,0.00145169230769231,0.00209615384615385,0.00180326923076923,5.83928571428571e-06
41.039,-0.000350769230769227,-0.00275384615384615,-2.23076923076933e-05,-0.00103461538461539,-0.00500846153846154,-0.00581230769230769,-0.00424346153846154,-0.00441575384615385,-0.00435763076923077,-0.00187015384615385,0.000758923076923077,0.00162930769230769,0.00224761538461538,0.00156449230769231,-3.97642857142857e-05
41.049,-0.000617692307692311,-0.00224846153846154,-2.69230769230782e-05,-0.00165615384615385,-0.00518,-0.00554707692307692,-0.00414815384615385,-0.00455261538461538,-0.00397569230769231,-0.00124307692307692,0.00103584615384615,0.00182584615384615,0.00234415384615385,0.00124820769230769,-5.9525e-05
41.059,-0.000943846153846154,-0.00163384615384615,-0.000151538461538464,-0.00234384615384615,-0.00524076923076923,-0.00522076923076923,-0.00414269230769231,-0.00463646153846154,-0.00348661538461538,-0.000649923076923077,0.00124392307692308,0.00203915384615385,0.00235315384615385,0.000898676923076923,-5.35642857142857e-05
41.069,-0.00129692307692308,-0.000956923076923075,-0.000393846153846153,-0.00305615384615385,-0.00520076923076923,-0.00486384615384615,-0.00421515384615385,-0.00463361538461538,-0.00291676923076923,-0.000115461538461539,0.00141207692307692,0.00225307692307692,0.00225495384615385,0.000568431538461538,-2.63575e-05
41.079,-0.00164307692307692,-0.000274615384615384,-0.000742307692307694,-0.00374769230769231,-0.00507615384615385,-0.00451053846153846,-0.00433930769230769,-0.00452046153846154,-0.00229869230769231,0.000345461538461539,0.00156953846153846,0.00243992307692308,0.00204930769230769,0.000306789230769231,1.44192857142857e-05
41.089,-0.00194923076923077,0.000353076923076924,-0.00117538461538461,-0.00437846153846154,-0.00488938461538461,-0.00419223076923077,-0.00447861538461538,-0.00428592307692308,-0.001667,0.000729307692307693,0.00173915384615385,0.00256684615384615,0.00175712307692308,0.000149384615384615,5.955e-05
41.099,-0.00218615384615385,0.000869999999999999,-0.00166923076923077,-0.00491307692307692,-0.00466538461538462,-0.00393523076923077,-0.00459069230769231,-0.00393192307692308,-0.00105453846153846,0.00104338461538461,0.00193207692307692,0.00260376923076923,0.00141723076923077,0.000111407692307692,0.000101025
41.109,-0.00233076923076923,0.00122538461538462,-0.00219307692307692,-0.00532538461538462,-0.00443107692307692,-0.00375707692307692,-0.00463323076923077,-0.00347253846153846,-0.000488692307692307,0.00130384615384615,0.00214469230769231,0.00253115384615385,0.00107916923076923,0.000186153846153846,0.0001346
41.119,-0.00236923076923077,0.00138076923076923,-0.00271538461538462,-0.00559961538461538,-0.00421246153846154,-0.00366356923076923,-0.00457050769230769,-0.00293076923076923,1.15384615384624e-05,0.00153107692307692,0.00235930769230769,0.00234638461538462,0.000792846153846154,0.000349269230769231,0.000160517857142857
41.129,-0.00229615384615385,0.00131,-0.00320846153846154,-0.00572807692307692,-0.00403315384615385,-0.003648,-0.004378,-0.00233507692307692,0.000438461538461538,0.00174384615384615,0.00254730769230769,0.00206692307692308,0.000598461538461538,0.000567238461538461,0.000182175
41.139,-0.00212153846153846,0.00100692307692308,-0.00364692307692308,-0.00571646153846154,-0.00391087692307692,-0.00369150769230769,-0.004046,-0.00171515384615385,0.000792307692307693,0.00195784615384615,0.00267615384615385,0.00172769230769231,0.000519615384615385,0.000806992307692308,0.000203646428571429
41.149,-0.00186307692307692,0.000481538461538461,-0.00401076923076923,-0.00558046153846154,-0.003856,-0.00376576923076923,-0.00358084615384615,-0.00109846153846154,0.00108615384615385,0.00217553846153846,0.00271715384615385,0.00137623076923077,0.000559615384615385,0.00104402307692308,0.000227382142857143
41.159,-0.00155076923076923,-0.000238461538461538,-0.00429069230769231,-0.00534184615384615,-0.00387007692307692,-0.00383653846153846,-0.00300392307692308,-0.000506923076923077,0.00133615384615385,0.00239176923076923,0.00265292307692308,0.00106315384615385,0.000704153846153846,0.00126581538461538,0.000253157142857143
41.169,-0.00121846153846154,-0.00111076923076923,-0.00448292307692308,-0.00503184615384615,-0.00394461538461538,-0.00386830769230769,-0.00234769230769231,4.53846153846138e-05,0.00156230769230769,0.00258846153846154,0.00248261538461538,0.000833230769230769,0.000926615384615384,0.00147126153846154,0.000278271428571429
41.179,-0.000908461538461537,-0.00208315384615385,-0.00459130769230769,-0.00468361538461539,-0.00406176923076923,-0.00382938461538461,-0.00165307692307692,0.000551538461538462,0.00178538461538461,0.00274084615384615,0.00222376923076923,0.000717153846153846,0.00119638461538462,0.00166587692307692,0.000298485714285714
41.189,-0.000663076923076923,-0.00309307692307692,-0.00462886923076923,-0.00433166923076923,-0.00419484615384615,-0.00369615384615385,-0.000960769230769231,0.00101307692307692,0.00201615384615385,0.00282415384615385,0.00191023076923077,0.000726230769230769,0.00148653846153846,0.00185596153846154,0.000309625
41.199,-0.000520153846153847,-0.004079,-0.00461269230769231,-0.00400792307692308,-0.00431253846153846,-0.00345461538461538,-0.000309230769230769,0.00143615384615385,0.00225923076923077,0.00281884615384615,0.00158615384615385,0.000852615384615385,0.00177838461538461,0.00204341538461538,0.0003092
41.209,-0.000513538461538462,-0.00498184615384615,-0.00456338461538462,-0.00373907692307692,-0.00438,-0.00310538461538461,0.000274615384615384,0.00182769230769231,0.00251,0.00271584615384615,0.00129815384615385,0.00107307692307692,0.002063,0.00222287692307692,0.000296485714285714
41.219,-0.000668076923076923,-0.00575084615384615,-0.004503,-0.00354407692307692,-0.00436461538461538,-0.00265769230769231,0.000773076923076923,0.00219538461538461,0.00275230769230769,0.00252230769230769,0.00108707692307692,0.00135530769230769,0.00233907692307692,0.00238227692307692,0.000270764285714286
41.229,-0.000996615384615384,-0.00634784615384615,-0.00445207692307692,-0.00343092307692308,-0.00424,-0.00213384615384615,0.00118461538461538,0.00254307692307692,0.00296538461538462,0.00226076923076923,0.000979461538461538,0.00166638461538462,0.00260830769230769,0.00250391538461538,0.000229825
41.239,-0.00149930769230769,-0.00674961538461539,-0.00442792307692308,-0.00339846153846154,-0.00398846153846154,-0.00155846153846154,0.00151461538461538,0.00287,0.00312538461538462,0.00196692307692308,0.000987692307692308,0.001979,0.00286976923076923,0.00256735384615385,0.000170728571428571
41.249,-0.00216303076923077,-0.00695035384615385,-0.00444253846153846,-0.00343461538461538,-0.00360461538461539,-0.000960769230769231,0.00178230769230769,0.00316692307692308,0.00321230769230769,0.00168538461538462,0.00110538461538461,0.00227569230769231,0.00311638461538462,0.00255104615384615,9.24785714285714e-05
41.259,-0.00296223076923077,-0.00696123076923077,-0.00450076923076923,-0.00351769230769231,-0.00309923076923077,-0.000363076923076923,0.00200923076923077,0.00342076923076923,0.00321461538461539,0.00145923076923077,0.00131230769230769,0.00255023076923077,0.00333223076923077,0.00243497930769231,-1.66896428571429e-06
41.269,-0.00386023076923077,-0.00680953846153846,-0.00460076923076923,-0.00362,-0.00249076923076923,0.000212307692307691,0.00221846153846154,0.00361461538461538,0.00313153846153846,0.00132692307692308,0.00158153846153846,0.00280323076923077,0.00349307692307692,0.00220448461538462,-0.000103582142857143
41.279,-0.00481231538461538,-0.00653446153846154,-0.00473153846153846,-0.00371076923076923,-0.00181230769230769,0.000755384615384615,0.00242769230769231,0.00373153846153846,0.00297461538461539,0.00131,0.00188846153846154,0.00303792307692308,0.00356915384615385,0.00185434615384615,-0.000201375
41.289,-0.00576850692307692,-0.00618392307692308,-0.00487769230769231,-0.00375923076923077,-0.00110076923076923,0.00126153846153846,0.00264846153846154,0.00375846153846154,0.00276615384615385,0.00141692307692308,0.00220769230769231,0.00325784615384615,0.00353046153846154,0.00139233076923077,-0.000282082142857143
41.299,-0.00667770769230769,-0.00581176923076923,-0.00501615384615385,-0.00373692307692308,-0.000397692307692308,0.00173538461538462,0.00288153846153846,0.00368923076923077,0.00253846153846154,0.00163615384615385,0.00252607692307692,0.00345661538461538,0.00335203076923077,0.000841846153846154,-0.00033555
41.309,-0.00749160769230769,-0.00546692307692308,-0.00512384615384615,-0.00362307692307692,0.000261538461538463,0.00218076923076923,0.00311923076923077,0.00352846153846154,0.00232615384615385,0.00194230769230769,0.00283876923076923,0.00362007692307692,0.00301954615384615,0.000240530769230769,-0.000358071428571429
41.319,-0.00816676923076923,-0.00519615384615385,-0.00517461538461538,-0.00340615384615385,0.000847692307692306,0.00260538461538462,0.00334615384615385,0.00329230769230769,0.00215846153846154,0.00230307692307692,0.00314676923076923,0.00372515384615385,0.00253423076923077,-0.000365292307692308,-0.000353257142857143
41.329,-0.00866984615384615,-0.00503230769230769,-0.00514769230769231,-0.00308307692307692,0.00134230769230769,0.00301230769230769,0.00354538461538461,0.00300384615384615,0.00206153846153846,0.00268438461538461,0.00344984615384615,0.00374349230769231,0.00191504615384615,-0.000928723076923077,-0.000329378571428571
41.339,-0.00897992307692308,-0.00499384615384615,-0.00502615384615385,-0.00266076923076923,0.00174153846153846,0.00339846153846154,0.00369538461538462,0.00270076923076923,0.00204538461538461,0.00305638461538462,0.00374553846153846,0.00364761538461538,0.00119761538461538,-0.00141085384615385,-0.000294710714285714
41.349,-0.00908530769230769,-0.00508692307692308,-0.0048,-0.00215307692307692,0.00205,0.00375692307692308,0.00378,0.00241769230769231,0.00211461538461538,0.00339738461538462,0.00402207692307692,0.00341692307692308,0.000430384615384615,-0.0017865,-0.000254053571428571
41.359,-0.008991,-0.00529461538461538,-0.00446923076923077,-0.00158076923076923,0.00228384615384615,0.00407153846153846,0.00379307692307692,0.00219153846153846,0.00225846153846154,0.00369646153846154,0.00425680769230769,0.00304403846153846,-0.000332,-0.00204486923076923,-0.000207703571428571
41.369,-0.00871030769230769,-0.00559076923076923,-0.00404307692307692,-0.000966153846153847,0.00246769230769231,0.00432153846153846,0.00373538461538461,0.00205230769230769,0.00246107692307692,0.00395153846153846,0.00441861538461538,0.002538,-0.00103630769230769,-0.00218631538461538,-0.000152710714285714
41.379,-0.00827023076923077,-0.00593230769230769,-0.00353615384615384,-0.000333846153846155,0.00262615384615385,0.00448615384615384,0.00361923076923077,0.00201769230769231,0.00270538461538462,0.00416353846153846,0.00447176923076923,0.00192476923076923,-0.00163746153846154,-0.0022161,-8.58821428571429e-05
41.389,-0.00770153846153846,-0.00626846153846154,-0.00297538461538461,0.000296923076923075,0.00278076923076923,0.00454923076923077,0.00346076923076923,0.00209615384615385,0.00297392307692308,0.00433430769230769,0.00438315384615385,0.00124407692307692,-0.00210292307692308,-0.00213924153846154,-7.60214285714286e-06
41.399,-0.00704138461538462,-0.00654692307692308,-0.00238461538461539,0.00090769230769231,0.00294769230769231,0.0045,0.00328461538461538,0.00228,0.00325453846153846,0.00446103076923077,0.00412950769230769,0.000543769230769231,-0.00241430769230769,-0.00195856153846154,7.4725e-05
41.409,-0.00632715384615385,-0.00671230769230769,-0.00179538461538462,0.00148615384615385,0.00313230769230769,0.00433923076923077,0.00311846153846154,0.00255230769230769,0.00353715384615385,0.00453379230769231,0.00370336153846154,-0.000127538461538462,-0.002565,-0.00167830769230769,0.000145178571428571
41.419,-0.00559461538461538,-0.00671923076923077,-0.00123230769230769,0.00202384615384615,0.00333307692307692,0.00407923076923077,0.00298230769230769,0.00288992307692308,0.00381676923076923,0.00453592307692308,0.00311707692307692,-0.000726923076923077,-0.00255769230769231,-0.0013121,0.000181832142857143
41.429,-0.00487307692307692,-0.00653230769230769,-0.000715384615384613,0.00251384615384615,0.00353692307692308,0.00374615384615385,0.00289307692307692,0.00326423076923077,0.00408923076923077,0.00444684615384615,0.00240207692307692,-0.00122184615384615,-0.00240136153846154,-0.000892,0.000164525
41.439,-0.00418538461538461,-0.00613076923076923,-0.000255384615384615,0.00295153846153846,0.00372615384615384,0.00337384615384615,0.00286153846153846,0.00364684615384615,0.00434730769230769,0.00424653846153846,0.00160584615384615,-0.00159223076923077,-0.00211104615384615,-0.000473630769230769,8.51714285714286e-05
41.449,-0.00354307692307692,-0.00551,0.000143846153846153,0.00333384615384615,0.00387846153846154,0.00300384615384615,0.00288769230769231,0.004016,0.00457815384615385,0.00392176923076923,0.000785076923076923,-0.00182915384615385,-0.00171025384615385,-0.000131307692307692,-4.62035714285714e-05
41.459,-0.00295230769230769,-0.00468,0.000489999999999999,0.00365461538461538,0.00397538461538462,0.00267769230769231,0.00296692307692308,0.00435230769230769,0.00476254615384615,0.00347037692307692,-1.92307692307671e-06,-0.00193215384615385,-0.00123523846153846,5.69923076923077e-05,-0.00020385
41.469,-0.00240923076923077,-0.00366769230769231,0.00080153846153846,0.00390461538461538,0.00400461538461538,0.00243076923076923,0.00309,0.00464238461538462,0.00487507692307692,0.00290515384615385,-0.000702230769230769,-0.00190723076923077,-0.000738238461538461,3.10846153846155e-05,-0.000354928571428571
41.479,-0.00190076923076923,-0.00251230769230769,0.0011,0.00407769230769231,0.00395923076923077,0.00229,0.00324538461538461,0.00487761538461538,0.00488784615384615,0.00225307692307692,-0.00127384615384615,-0.001765,-0.000286615384615385,-0.000231846153846154,-0.0004695
41.489,-0.00141076923076923,-0.00126076923076923,0.00141,0.00416538461538462,0.00384384615384615,0.00227153846153846,0.00342238461538462,0.00504884615384615,0.00477415384615385,0.00155361538461538,-0.00168815384615385,-0.00152246153846154,4.36153846153847e-05,-0.000706307692307692,-0.000529071428571429
41.499,-0.000918461538461539,3.7692307692307e-05,0.00175384615384615,0.00416307692307692,0.00367153846153846,0.00237538461538462,0.00361338461538462,0.00514780846153846,0.00451457615384615,0.000852923076923076,-0.00193061538461538,-0.00120546153846154,0.000181076923076923,-0.00132192307692308,-0.000531178571428571
41.509,-0.000405384615384615,0.00133307692307692,0.00214846153846154,0.00407153846153846,0.00346230769230769,0.00258846153846154,0.00381415384615385,0.00516384615384615,0.00410146153846154,0.000198538461538462,-0.00199984615384615,-0.000851615384615384,7.46923076923077e-05,-0.00198007692307692,-0.00048875
41.519,0.000149230769230769,0.00257923076923077,0.00260307692307692,0.00389692307692308,0.00324230769230769,0.00288776923076923,0.00401984615384615,0.00508492307692308,0.00354223076923077,-0.000367076923076923,-0.00190592307692308,-0.000510692307692308,-0.000291769230769231,-0.00257930769230769,-0.000425
41.529,0.00075769230769231,0.00374076923076923,0.00311461538461538,0.00365692307692308,0.00303461538461538,0.00324430769230769,0.00422678461538462,0.00489906153846154,0.00286023076923077,-0.000810923076923078,-0.00166976923076923,-0.000241076923076923,-0.000891615384615384,-0.00304238461538462,-0.000365714285714286
41.539,0.00142923076923077,0.00479076923076923,0.00367076923076923,0.00337384615384615,0.00286530769230769,0.00362446153846154,0.00442746153846154,0.00459730769230769,0.00209315384615385,-0.00111269230769231,-0.00132276923076923,-0.000102000000000001,-0.00165715384615385,-0.00333507692307692,-0.000331571428571429
41.549,0.00216615384615385,0.00571307692307692,0.00425,0.00308153846153846,0.00274946153846154,0.00399830769230769,0.00460976923076923,0.00417630769230769,0.00128923076923077,-0.00126538461538461,-0.000907076923076923,-0.000142153846153846,-0.00249192307692308,-0.00347310769230769,-0.000331592857142857
41.559,0.00296461538461538,0.00650153846153846,0.00482384615384615,0.00281423076923077,0.00269976923076923,0.00433938461538462,0.00475507692307692,0.00364307692307692,0.000501538461538462,-0.00127615384615385,-0.000474615384615384,-0.000387692307692308,-0.00329207692307692,-0.00351238461538462,-0.000360071428571429
